competitorId,competitorName,firstName,lastName,gender,genderId,age,ageNull,height,heightNull,weight,weightNull,bmi,bmiNull,affiliateName,affiliateId,countryOfOriginName,countryOfOriginCode,regionName,regionId,status,statusId,year,overallRank,overallScore,openCompetitor,openRank,openScore,gamesCompetitions,openCompetitions
6023,J.c. Nessa,J.c.,Nessa,M,1,29,0,178.0,0,87.0,0,27.458654210326976,0,,0,,0,,0,CUT,4,2009,20,119,0,1000,5000,1,1
6109,Michelle Kinney,Michelle,Kinney,F,2,29,0,163.0,0,64.0,0,24.088223117166624,0,Scott Street CrossFit,4082,United States,1,North America,1,ACT,1,2013,8,724,1,24,401,1,1
6109,Michelle Kinney,Michelle,Kinney,F,2,30,0,163.0,0,64.0,0,24.088223117166624,0,Scott Street CrossFit,4082,United States,1,North America,1,ACT,1,2014,12,674,1,5,214,2,2
6115,James Cebedo,James,Cebedo,M,1,26,0,161.0,0,69.0,0,26.61934338952972,0,,0,,0,,0,ACT,1,2008,99,29,0,1000,5000,1,2
6122,Christian Lucero,Christian,Lucero,M,1,23,0,176.0,0,87.0,0,28.08626033057851,0,CrossFit Costa Mesa,918,United States,1,North America,1,ACT,1,2016,18,569,1,19,346,1,1
6139,Samantha Petersen,Samantha,Petersen,F,2,23,0,173.0,0,80.0,0,26.729927495071667,0,,0,United States,1,North America,1,CUT,4,2011,39,128,1,47,778,1,1
6139,Samantha Petersen,Samantha,Petersen,F,2,23,0,173.0,0,80.0,0,26.729927495071667,0,,0,United States,1,North America,1,CUT,4,2012,36,317,1,194,1964,2,2
6147,Sam Ek,Sam,Ek,M,1,24,0,181.0,0,84.0,0,25.640242971826257,0,,0,,0,,0,ACT,1,2008,86,26,0,1000,5000,1,2
6169,Jerome Perryman,Jerome,Perryman,M,1,35,0,191.0,0,100.0,0,27.411529289219047,0,,0,,0,,0,CUT,4,2009,17,115,0,1000,5000,1,2
6169,Jerome Perryman,Jerome,Perryman,M,1,36,0,191.0,0,100.0,0,27.411529289219047,0,,0,,0,,0,CUT,4,2010,34,117,0,1000,5000,2,2
6346,Sam Stewart,Sam,Stewart,M,1,24,0,176.0,0,87.0,0,28.08626033057851,0,CrossFit C2F,14124,Ireland,23,Europe,4,WD,2,2021,37,108,1,70,1410,1,1
6913,Lindy Barber,Lindy,Barber,F,2,24,0,171.0,0,67.0,0,22.91303307000445,0,CrossFit the Ville,5273,United States,1,North America,1,ACT,1,2013,28,452,1,97,1078,1,1
6913,Lindy Barber,Lindy,Barber,F,2,26,0,171.0,0,67.0,0,22.91303307000445,0,Four Barrel CrossFit,3522,United States,1,North America,1,ACT,1,2015,35,357,1,61,1389,2,2
7173,Breck Berry,Breck,Berry,M,1,31,0,171.0,0,78.0,0,26.674874320303687,0,,0,,0,,0,ACT,1,2007,5,252,0,1000,5000,1,2
7173,Breck Berry,Breck,Berry,M,1,32,0,171.0,0,78.0,0,26.674874320303687,0,,0,,0,,0,ACT,1,2008,15,17,0,1000,5000,2,2
7173,Breck Berry,Breck,Berry,M,1,33,0,171.0,0,78.0,0,26.674874320303687,0,,0,,0,,0,CUT,4,2009,28,157,0,1000,5000,3,2
7173,Breck Berry,Breck,Berry,M,1,34,0,171.0,0,78.0,0,26.674874320303687,0,,0,,0,,0,CUT,4,2010,21,110,0,1000,5000,4,2
7197,Dj Wickham,Dj,Wickham,M,1,25,0,188.0,0,103.0,0,29.14214576731553,0,,0,,0,,0,ACT,1,2009,10,127,0,1000,5000,1,2
7197,Dj Wickham,Dj,Wickham,M,1,26,0,188.0,0,103.0,0,29.14214576731553,0,,0,,0,,0,CUT,4,2010,22,115,0,1000,5000,2,2
7285,Rob Forte,Rob,Forte,M,1,24,0,174.0,0,89.0,0,29.396221429515126,0,,0,Australia,3,Oceania,7,CUT,4,2011,30,225,1,106,1682,1,1
7285,Rob Forte,Rob,Forte,M,1,24,0,174.0,0,89.0,0,29.396221429515126,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,CUT,4,2012,35,345,1,26,866,2,2
7285,Rob Forte,Rob,Forte,M,1,26,0,174.0,0,89.0,0,29.396221429515126,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,CUT,4,2013,33,382,1,22,477,3,3
7285,Rob Forte,Rob,Forte,M,1,27,0,174.0,0,89.0,0,29.396221429515126,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,ACT,1,2014,12,649,1,6,199,4,4
7285,Rob Forte,Rob,Forte,M,1,28,0,174.0,0,89.0,0,29.396221429515126,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,ACT,1,2015,23,472,1,61,1976,5,5
7285,Rob Forte,Rob,Forte,M,1,29,0,174.0,0,89.0,0,29.396221429515126,0,Reebok CrossFit Frankston,1348,Australia,3,Oceania,7,ACT,1,2016,17,573,1,10,167,6,6
7285,Rob Forte,Rob,Forte,M,1,30,0,174.0,0,89.0,0,29.396221429515126,0,,0,Australia,3,Oceania,7,ACT,1,2017,25,456,1,21,508,7,7
7287,Amy Dracup,Amy,Dracup,F,2,30,0,160.0,0,62.0,0,24.218749999999996,0,,0,Australia,3,Oceania,7,ACT,1,2011,11,624,1,37,649,1,1
7314,Brandon Swan,Brandon,Swan,M,1,20,0,175.0,0,89.0,0,29.06122448979592,0,CrossFit Western Front,2032,Australia,3,Oceania,7,CUT,4,2012,41,242,1,45,1167,1,1
7314,Brandon Swan,Brandon,Swan,M,1,22,0,175.0,0,89.0,0,29.06122448979592,0,CrossFit Western Front,2032,Australia,3,Oceania,7,WD,2,2013,45,192,1,52,1080,2,2
7314,Brandon Swan,Brandon,Swan,M,1,23,0,175.0,0,89.0,0,29.06122448979592,0,CrossFit Western Front,2032,Australia,3,Oceania,7,ACT,1,2014,30,480,1,34,949,3,3
7336,Benjamin Garard,Benjamin,Garard,M,1,26,0,165.0,0,82.0,0,30.119375573921033,0,BENTON CrossFit,8118,Australia,3,Oceania,7,ACT,1,2015,15,540,1,31,1248,1,1
7747,Azadeh Boroumand,Azadeh,Boroumand,F,2,25,0,178.0,0,78.0,0,24.61810377477591,0,Get Lifted CrossFit,2056,United States,1,North America,1,CUT,4,2012,18,605,1,45,657,1,1
7965,Elisabeth Akinwale,Elisabeth,Akinwale,F,2,32,0,171.0,0,72.0,0,24.622960911049557,0,,0,United States,1,North America,1,CUT,4,2011,13,401,1,295,2814,1,1
7965,Elisabeth Akinwale,Elisabeth,Akinwale,F,2,32,0,171.0,0,72.0,0,24.622960911049557,0,,0,United States,1,North America,1,ACT,1,2012,7,859,1,93,1144,2,2
7965,Elisabeth Akinwale,Elisabeth,Akinwale,F,2,34,0,171.0,0,72.0,0,24.622960911049557,0,,0,United States,1,North America,1,ACT,1,2013,10,697,1,27,431,3,3
7965,Elisabeth Akinwale,Elisabeth,Akinwale,F,2,35,0,171.0,0,72.0,0,24.622960911049557,0,,0,United States,1,North America,1,ACT,1,2014,14,658,1,50,945,4,4
7965,Elisabeth Akinwale,Elisabeth,Akinwale,F,2,36,0,171.0,0,72.0,0,24.622960911049557,0,,0,United States,1,North America,1,ACT,1,2015,25,495,1,46,1086,5,5
8015,Rebecca Voigt,Rebecca,Voigt,F,2,27,0,176.0,0,69.0,0,22.275309917355372,0,,0,,0,,0,ACT,1,2008,7,23,0,1000,5000,1,5
8015,Rebecca Voigt,Rebecca,Voigt,F,2,28,0,176.0,0,69.0,0,22.275309917355372,0,,0,,0,,0,CUT,4,2009,20,126,0,1000,5000,2,5
8015,Rebecca Voigt (miller),Rebecca,Voigt (miller),F,2,29,0,176.0,0,69.0,0,22.275309917355372,0,,0,,0,,0,ACT,1,2010,7,77,0,1000,5000,3,5
8015,Rebecca Voigt (miller),Rebecca,Voigt (miller),F,2,30,0,176.0,0,69.0,0,22.275309917355372,0,,0,United States,1,North America,1,ACT,1,2011,3,775,1,6,209,4,1
8015,Rebecca Voigt Miller,Rebecca,Voigt Miller,F,2,30,0,176.0,0,69.0,0,22.275309917355372,0,,0,United States,1,North America,1,ACT,1,2012,10,836,1,18,430,5,2
8015,Rebecca Voigt,Rebecca,Voigt,F,2,32,0,176.0,0,69.0,0,22.275309917355372,0,,0,United States,1,North America,1,ACT,1,2013,11,696,1,12,236,6,3
8015,Rebecca Voigt,Rebecca,Voigt,F,2,33,0,176.0,0,69.0,0,22.275309917355372,0,CrossFit Training Yard,7746,United States,1,North America,1,ACT,1,2014,24,579,1,29,583,7,4
8015,Rebecca Voigt,Rebecca,Voigt,F,2,34,0,176.0,0,69.0,0,22.275309917355372,0,CrossFit Training Yard,7746,United States,1,North America,1,ACT,1,2015,31,428,1,51,1162,8,5
8015,Rebecca Voigt,Rebecca,Voigt,F,2,35,0,176.0,0,69.0,0,22.275309917355372,0,CrossFit Training Yard,7746,United States,1,North America,1,ACT,1,2016,35,350,1,83,810,9,6
8015,Rebecca Voigt,Rebecca,Voigt,F,2,37,0,176.0,0,69.0,0,22.275309917355372,0,CrossFit Training Yard,7746,United States,1,North America,1,ACT,1,2018,27,450,1,50,1312,10,7
8018,Nelly Fernanda Rodriguez,Nelly Fernanda,Rodriguez,F,2,31,0,160.0,0,60.0,0,23.437499999999996,0,,0,,0,,0,CUT,4,2010,41,162,0,1000,5000,1,7
8027,Libby Dibiase,Libby,Dibiase,F,2,21,0,161.0,0,59.0,0,22.76146753597469,0,,0,,0,,0,CUT,4,2009,47,154,0,1000,5000,1,7
8067,Brandon Phillips,Brandon,Phillips,M,1,27,0,181.0,0,98.0,0,29.913616800463966,0,,0,,0,,0,ACT,1,2010,11,121,0,1000,5000,1,7
8067,Brandon Phillips,Brandon,Phillips,M,1,28,0,181.0,0,98.0,0,29.913616800463966,0,,0,United States,1,North America,1,CUT,4,2011,31,207,0,1000,5000,2,7
8067,Brandon Phillips,Brandon,Phillips,M,1,28,0,181.0,0,98.0,0,29.913616800463966,0,CrossFit Kennesaw,219,United States,1,North America,1,CUT,4,2012,42,233,1,19,694,3,1
8233,Robert Gerdes,Robert,Gerdes,M,1,25,0,186.0,0,98.0,0,28.326974216672443,0,,0,,0,,0,CUT,4,2009,72,116,0,1000,5000,1,1
8325,Nick Bloch,Nick,Bloch,M,1,33,0,183.0,0,100.0,0,29.860551225775623,0,CrossFit Fond du Lac,4643,United States,1,North America,1,CUT,4,2019,41,116,1,248,2893,1,1
8335,Caity Matter,Caity,Matter,F,2,25,0,176.0,0,65.66385372714487,1,24.01308087921364,1,,0,,0,,0,ACT,1,2008,1,19,0,1000,5000,1,1
8335,Caity Matter (henniger),Caity,Matter (henniger),F,2,26,0,176.0,0,65.66385372714487,1,24.01308087921364,1,,0,,0,,0,CUT,4,2009,62,105,0,1000,5000,2,1
8342,Elyse Umeda-korth,Elyse,Umeda-korth,F,2,25,0,158.0,0,57.0,0,22.832879346258608,0,,0,,0,,0,ACT,1,2010,11,112,0,1000,5000,1,1
8342,Elyse Umeda-korth,Elyse,Umeda-korth,F,2,26,0,158.0,0,57.0,0,22.832879346258608,0,,0,United States,1,North America,1,CUT,4,2011,23,303,1,4,172,2,1
8356,Paul Tremblay,Paul,Tremblay,M,1,27,0,178.0,0,91.0,0,28.721121070571897,0,CrossFit NCR,6198,Canada,5,North America,1,CUT,4,2014,31,392,1,512,5000,1,1
8404,Camille Leblanc-bazinet,Camille,Leblanc-bazinet,F,2,21,0,158.0,0,59.0,0,23.634033007530842,0,,0,,0,,0,ACT,1,2010,9,94,0,1000,5000,1,1
8404,Camille Leblanc-bazinet,Camille,Leblanc-bazinet,F,2,22,0,158.0,0,59.0,0,23.634033007530842,0,,0,Canada,5,North America,1,ACT,1,2011,8,651,1,12,314,2,1
8404,Camille Leblanc-Bazinet,Camille,Leblanc-Bazinet,F,2,22,0,158.0,0,59.0,0,23.634033007530842,0,CrossFit Brossard,1773,Canada,5,North America,1,ACT,1,2012,6,866,1,5,116,3,2
8404,Camille Leblanc-Bazinet,Camille,Leblanc-Bazinet,F,2,24,0,158.0,0,59.0,0,23.634033007530842,0,CrossFit Brossard,1773,Canada,5,North America,1,ACT,1,2013,16,656,1,2,43,4,3
8404,Camille Leblanc-Bazinet,Camille,Leblanc-Bazinet,F,2,25,0,158.0,0,59.0,0,23.634033007530842,0,CrossFit Brossard,1773,Canada,5,North America,1,ACT,1,2014,1,918,1,2,162,5,4
8404,Camille Leblanc-Bazinet,Camille,Leblanc-Bazinet,F,2,26,0,158.0,0,59.0,0,23.634033007530842,0,CrossFit Roots,386,United States,1,North America,1,ACT,1,2015,13,586,1,5,166,6,5
8404,Camille Leblanc-Bazinet,Camille,Leblanc-Bazinet,F,2,27,0,158.0,0,59.0,0,23.634033007530842,0,CrossFit Roots,386,United States,1,North America,1,ACT,1,2016,21,561,1,7,119,7,6
8404,Camille Leblanc-Bazinet,Camille,Leblanc-Bazinet,F,2,28,0,158.0,0,59.0,0,23.634033007530842,0,,0,United States,1,North America,1,WD,2,2017,39,58,1,3,39,8,7
8404,Camille Leblanc-Bazinet,Camille,Leblanc-Bazinet,F,2,29,0,158.0,0,59.0,0,23.634033007530842,0,CrossFit Roots,386,United States,1,North America,1,ACT,1,2018,13,708,1,4,310,9,8
8496,Gabe Subry,Gabe,Subry,M,1,29,0,176.0,0,87.0,0,28.08626033057851,0,,0,,0,,0,CUT,4,2010,24,122,0,1000,5000,1,8
8496,Gabe Subry,Gabe,Subry,M,1,30,0,176.0,0,87.0,0,28.08626033057851,0,,0,United States,1,North America,1,CUT,4,2011,27,246,1,24,574,2,1
8496,Gabe Subry,Gabe,Subry,M,1,30,0,176.0,0,87.0,0,28.08626033057851,0,CrossFit 209 Sport,1216,United States,1,North America,1,CUT,4,2012,18,604,1,33,1020,3,2
8522,Chris Hogan,Chris,Hogan,M,1,23,0,179.0,0,91.0,0,28.40111107643332,0,,0,,0,,0,CUT,4,2009,31,172,0,1000,5000,1,2
8522,Chris Hogan,Chris,Hogan,M,1,24,0,179.0,0,91.0,0,28.40111107643332,0,,0,,0,,0,CUT,4,2010,26,93,0,1000,5000,2,2
8522,Chris Hogan,Chris,Hogan,M,1,25,0,179.0,0,91.0,0,28.40111107643332,0,,0,Australia,3,Oceania,7,CUT,4,2011,17,364,1,47,957,3,1
8597,Denise Serrano,Denise,Serrano,F,2,40,0,165.37482517482516,1,65.66385372714487,1,24.01308087921364,1,,0,,0,,0,ACT,1,2007,10,249,0,1000,5000,1,1
8668,Tim Dymmel,Tim,Dymmel,M,1,32,0,178.0,0,84.0,0,26.511804065143288,0,,0,,0,,0,ACT,1,2008,85,26,0,1000,5000,1,1
8690,Dean Linder-Leighton,Dean,Linder-Leighton,M,1,27,0,172.0,0,87.0,0,29.40778799351001,0,CrossFit Lionmode,20422,Australia,3,Oceania,7,ACT,1,2018,14,668,1,31,1533,1,1
8690,Dean Linder-Leighton,Dean,Linder-Leighton,M,1,28,0,172.0,0,87.0,0,29.40778799351001,0,CrossFit Lionmode,20422,Australia,3,Oceania,7,CUT,4,2019,36,170,1,28,467,2,2
8741,Angie Pye (hay),Angie,Pye (hay),F,2,35,0,168.0,0,71.0,0,25.15589569160998,0,,0,Canada,5,North America,1,ACT,1,2011,10,642,0,1000,5000,1,2
8741,Angie Hay,Angie,Hay,F,2,35,0,168.0,0,71.0,0,25.15589569160998,0,CrossFit Taranis,623,Canada,5,North America,1,CUT,4,2012,16,631,1,14,368,2,1
8743,David Levey,David,Levey,M,1,33,0,178.0,0,91.0,0,28.721121070571897,0,,0,,0,Africa,5,CUT,4,2012,36,323,1,1000,5000,1,1
8743,David Levey,David,Levey,M,1,35,0,178.0,0,91.0,0,28.721121070571897,0,,0,,0,Africa,5,CUT,4,2013,32,388,1,542,4621,2,2
8746,Tommy Hackenbruck,Tommy,Hackenbruck,M,1,27,0,186.0,0,97.0,0,28.037923459359458,0,,0,,0,,0,ACT,1,2009,2,83,0,1000,5000,1,2
8746,Tommy Hackenbruck,Tommy,Hackenbruck,M,1,28,0,186.0,0,97.0,0,28.037923459359458,0,,0,,0,,0,ACT,1,2010,9,111,0,1000,5000,2,2
8746,Tommy Hackenbruck,Tommy,Hackenbruck,M,1,29,0,186.0,0,97.0,0,28.037923459359458,0,,0,United States,1,North America,1,CUT,4,2011,23,320,1,203,2651,3,1
8746,Tommy Hackenbruck,Tommy,Hackenbruck,M,1,32,0,186.0,0,97.0,0,28.037923459359458,0,Ute CrossFit Sugarhouse,1677,United States,1,North America,1,ACT,1,2014,6,781,1,11,438,4,2
8755,Dan Schmieding,Dan,Schmieding,M,1,24,0,173.0,0,84.0,0,28.06642386982525,0,,0,,0,,0,ACT,1,2008,98,29,0,1000,5000,1,2
8770,Cheryl Brost,Cheryl,Brost,F,2,39,0,158.0,0,60.0,0,24.034609838166958,0,,0,,0,,0,ACT,1,2010,13,125,0,1000,5000,1,2
8770,Cheryl Brost,Cheryl,Brost,F,2,40,0,158.0,0,60.0,0,24.034609838166958,0,,0,United States,1,North America,1,ACT,1,2011,7,660,1,33,597,2,1
8770,Cheryl Brost,Cheryl,Brost,F,2,40,0,158.0,0,60.0,0,24.034609838166958,0,Eugene CrossFit,863,United States,1,North America,1,CUT,4,2012,15,706,1,88,1105,3,2
8795,Judd Xavier,Judd,Xavier,M,1,34,0,173.0,0,84.0,0,28.06642386982525,0,,0,,0,,0,ACT,1,2008,87,27,0,1000,5000,1,2
8797,Ryan Swobody,Ryan,Swobody,M,1,29,0,178.0,0,83.0,0,26.19618735008206,0,CrossFit Marysville,3228,United States,1,North America,1,CUT,4,2013,44,182,1,117,1739,1,1
8859,Ragnheiður Sara Sigmundsdottir,Ragnheiður Sara,Sigmundsdottir,F,2,22,0,173.0,0,69.0,0,23.054562464499313,0,CrossFit Sudurnes,8448,Iceland,6,Europe,4,ACT,1,2015,3,743,1,3,141,1,1
8859,Ragnheiður Sara Sigmundsdottir,Ragnheiður Sara,Sigmundsdottir,F,2,23,0,173.0,0,69.0,0,23.054562464499313,0,CrossFit Sudurnes,8448,Iceland,6,Europe,4,ACT,1,2016,3,919,1,4,64,2,2
8859,Ragnheiður Sara Sigmundsdottir,Ragnheiður Sara,Sigmundsdottir,F,2,24,0,173.0,0,69.0,0,23.054562464499313,0,,0,United States,1,North America,1,ACT,1,2017,4,944,1,1,34,3,3
8859,Ragnheiður Sara Sigmundsdottir,Ragnheiður Sara,Sigmundsdottir,F,2,25,0,173.0,0,69.0,0,23.054562464499313,0,CrossFit Sudurnes,8448,Iceland,6,Europe,4,WD,2,2018,37,504,1,21,630,4,4
8859,Ragnheiður Sara Sigmundsdottir,Ragnheiður Sara,Sigmundsdottir,F,2,26,0,173.0,0,69.0,0,23.054562464499313,0,CrossFit Sudurnes,8448,Iceland,6,Europe,4,CUT,4,2019,19,294,1,1,40,5,5
8859,Ragnheiður Sara Sigmundsdottir,Ragnheiður Sara,Sigmundsdottir,F,2,27,0,173.0,0,69.0,0,23.054562464499313,0,Simmagym CrossFit,25083,Iceland,6,Europe,4,ACT,1,2020,21,0,1,1,24,5,6
8873,Danie Du Preez,Danie,Du Preez,M,1,42,0,178.0,0,96.0,0,30.299204645878046,0,,0,South Africa,9,Africa,5,CUT,4,2011,47,70,0,1000,5000,1,6
8896,Rasmus Andersen,Rasmus,Andersen,M,1,24,0,183.0,0,98.0,0,29.26334020126011,0,CrossFit Invictus,600,United States,1,North America,1,ACT,1,2016,25,497,1,12,270,1,1
8896,Rasmus Andersen,Rasmus,Andersen,M,1,26,0,183.0,0,98.0,0,29.26334020126011,0,CrossFit Alioth,15349,United Arab Emirates,12,Asia,6,ACT,1,2018,8,734,1,348,5000,2,2
8921,Kate Rawlings,Kate,Rawlings,F,2,28,0,161.0,0,64.0,0,24.690405462752206,0,,0,,0,,0,CUT,4,2010,29,103,0,1000,5000,1,2
9121,Christy Phillips (adkins),Christy,Phillips (adkins),F,2,24,0,163.0,0,62.0,0,23.335466144755166,0,,0,,0,,0,ACT,1,2009,6,124,0,1000,5000,1,2
9121,Christy Phillips (adkins),Christy,Phillips (adkins),F,2,25,0,163.0,0,62.0,0,23.335466144755166,0,,0,,0,,0,ACT,1,2010,6,75,0,1000,5000,2,2
9121,Christy Phillips (adkins),Christy,Phillips (adkins),F,2,26,0,163.0,0,62.0,0,23.335466144755166,0,,0,United States,1,North America,1,CUT,4,2011,21,328,0,1000,5000,3,2
9121,Christy Adkins,Christy,Adkins,F,2,26,0,163.0,0,62.0,0,23.335466144755166,0,CrossFit MPH,1262,United States,1,North America,1,ACT,1,2012,11,827,1,15,405,4,1
9121,Christy Adkins,Christy,Adkins,F,2,28,0,163.0,0,62.0,0,23.335466144755166,0,CrossFit MPH,1262,United States,1,North America,1,ACT,1,2013,7,775,1,20,329,5,2
9121,Christy Adkins,Christy,Adkins,F,2,29,0,163.0,0,62.0,0,23.335466144755166,0,CrossFit MPH,1262,United States,1,North America,1,ACT,1,2014,21,595,1,17,353,6,3
9121,Christy Adkins,Christy,Adkins,F,2,31,0,163.0,0,62.0,0,23.335466144755166,0,CrossFit Reston,2289,United States,1,North America,1,ACT,1,2016,24,519,1,66,696,7,4
9193,Jeff Germond,Jeff,Germond,M,1,33,0,173.0,0,89.0,0,29.737044338267232,0,CrossFit NOLA,2984,United States,1,North America,1,CUT,4,2014,41,230,1,197,2784,1,1
9230,Jason Cain,Jason,Cain,M,1,33,0,168.0,0,81.0,0,28.69897959183674,0,,0,Canada,5,North America,1,CUT,4,2011,38,130,1,53,1019,1,1
9241,Chase Daniels,Chase,Daniels,M,1,25,0,181.0,0,87.0,0,26.555965935105768,0,,0,United States,1,North America,1,CUT,4,2011,16,365,1,28,612,1,1
9241,Chase Daniels,Chase,Daniels,M,1,25,0,181.0,0,87.0,0,26.555965935105768,0,,0,United States,1,North America,1,CUT,4,2012,19,531,1,14,588,2,2
9258,Kelley Hennigan,Kelley,Hennigan,F,2,23,0,163.0,0,71.0,0,26.722872520606725,0,,0,United States,1,North America,1,CUT,4,2012,33,352,1,86,1101,1,1
9353,Cj Martin,Cj,Martin,M,1,29,0,171.0,0,71.0,0,24.280975342840534,0,,0,,0,,0,ACT,1,2007,20,216,0,1000,5000,1,1
9359,Justin Riley,Justin,Riley,M,1,27,0,176.0,0,91.0,0,29.3775826446281,0,,0,,0,,0,ACT,1,2008,44,20,0,1000,5000,1,1
9359,Justin Riley,Justin,Riley,M,1,28,0,176.0,0,91.0,0,29.3775826446281,0,,0,,0,,0,CUT,4,2009,69,109,0,1000,5000,2,1
9428,Jordan Holland,Jordan,Holland,M,1,20,0,181.0,0,96.0,0,29.303134824944294,0,,0,,0,,0,ACT,1,2008,36,19,0,1000,5000,1,1
9428,Jordan Holland,Jordan,Holland,M,1,21,0,181.0,0,96.0,0,29.303134824944294,0,,0,,0,,0,CUT,4,2009,24,143,0,1000,5000,2,1
9440,Anna Tobias,Anna,Tobias,F,2,30,0,167.0,0,65.0,0,23.306680053067517,0,,0,United States,1,North America,1,ACT,1,2013,9,706,1,101,1143,1,1
9440,Anna Tobias,Anna,Tobias,F,2,31,0,167.0,0,65.0,0,23.306680053067517,0,CrossFit Mt. Lebanon,6278,United States,1,North America,1,ACT,1,2014,22,590,1,11,296,2,2
9440,Anna Tobias,Anna,Tobias,F,2,32,0,167.0,0,65.0,0,23.306680053067517,0,CrossFit Mt. Lebanon,6278,United States,1,North America,1,ACT,1,2015,22,552,1,35,848,3,3
9440,Anna Tobias,Anna,Tobias,F,2,33,0,167.0,0,65.0,0,23.306680053067517,0,,0,United States,1,North America,1,ACT,1,2016,10,738,1,56,606,4,4
9440,Anna Tobias,Anna,Tobias,F,2,34,0,167.0,0,65.0,0,23.306680053067517,0,,0,United States,1,North America,1,ACT,1,2017,25,450,1,117,1254,5,5
9446,Skip Miller,Skip,Miller,M,1,39,0,178.0,0,96.0,0,30.299204645878046,0,,0,,0,,0,ACT,1,2008,92,28,0,1000,5000,1,5
9468,Nicholas Luppino,Nicholas,Luppino,M,1,27,0,177.3722891566265,1,88.37544696066746,1,28.084429605483873,1,,0,,0,,0,ACT,1,2008,70,23,0,1000,5000,1,5
9624,Tarasa Barnett,Tarasa,Barnett,F,2,27,0,171.0,0,64.0,0,21.887076365377382,0,,0,Cayman Islands,8,North America,1,CUT,4,2011,43,100,1,362,3356,1,1
9624,Tarasa Barnett,Tarasa,Barnett,F,2,27,0,171.0,0,64.0,0,21.887076365377382,0,CrossFit Cayman,1244,,0,South America,3,CUT,4,2012,42,192,1,768,5000,2,2
9644,Matthew Barnett,Matthew,Barnett,M,1,31,0,186.0,0,94.0,0,27.170771187420506,0,,0,Cayman Islands,8,North America,1,CUT,4,2011,44,91,1,362,4308,1,1
9759,Cheryl Nasso,Cheryl,Nasso,F,2,26,0,163.0,0,62.0,0,23.335466144755166,0,,0,United States,1,North America,1,CUT,4,2011,42,109,1,22,462,1,1
9759,Cheryl Nasso,Cheryl,Nasso,F,2,34,0,163.0,0,62.0,0,23.335466144755166,0,CrossFit Tradition,9992,United States,1,North America,1,CUT,4,2019,39,122,1,38,733,2,2
9839,Andre Alipate,Andre,Alipate,M,1,36,0,177.0,0,81.0,0,25.854639471416256,0,CrossFit 3216,16145,Tonga,63,Oceania,7,CUT,4,2019,93,0,1,1000,5000,0,1
9983,Roch Proteau,Roch,Proteau,M,1,28,0,180.0,0,80.0,0,24.691358024691358,0,,0,,0,,0,CUT,4,2009,65,101,0,1000,5000,1,1
10091,Josh Everett,Josh,Everett,M,1,32,0,176.0,0,84.0,0,27.117768595041323,0,,0,,0,,0,ACT,1,2007,3,267,0,1000,5000,1,1
10091,Josh Everett,Josh,Everett,M,1,33,0,176.0,0,84.0,0,27.117768595041323,0,,0,,0,,0,ACT,1,2008,2,14,0,1000,5000,2,1
10091,Josh Everett,Josh,Everett,M,1,34,0,176.0,0,84.0,0,27.117768595041323,0,,0,,0,,0,CUT,4,2009,35,180,0,1000,5000,3,1
10169,Austin Malleolo,Austin,Malleolo,M,1,23,0,166.0,0,80.0,0,29.03178980984178,0,,0,,0,,0,ACT,1,2010,6,84,0,1000,5000,1,1
10169,Austin Malleolo,Austin,Malleolo,M,1,24,0,166.0,0,80.0,0,29.03178980984178,0,,0,United States,1,North America,1,CUT,4,2011,18,352,1,5,112,2,1
10169,Austin Malleolo,Austin,Malleolo,M,1,24,0,166.0,0,80.0,0,29.03178980984178,0,Reebok CrossFit One,3574,United States,1,North America,1,ACT,1,2012,8,840,1,45,1167,3,2
10169,Austin Malleolo,Austin,Malleolo,M,1,26,0,166.0,0,80.0,0,29.03178980984178,0,Reebok CrossFit One,3574,United States,1,North America,1,CUT,4,2013,41,273,1,46,957,4,3
10169,Austin Malleolo,Austin,Malleolo,M,1,28,0,166.0,0,80.0,0,29.03178980984178,0,Reebok CrossFit One,3574,United States,1,North America,1,ACT,1,2015,34,301,1,40,1449,5,4
10181,Michael Giardina,Michael,Giardina,M,1,28,0,178.0,0,85.0,0,26.82742078020452,0,,0,,0,,0,ACT,1,2008,20,18,0,1000,5000,1,4
10181,Michael Giardina,Michael,Giardina,M,1,29,0,178.0,0,85.0,0,26.82742078020452,0,,0,,0,,0,CUT,4,2009,71,114,0,1000,5000,2,4
10181,Michael Giardina,Michael,Giardina,M,1,30,0,178.0,0,85.0,0,26.82742078020452,0,,0,,0,,0,CUT,4,2010,35,120,0,1000,5000,3,4
10463,Nelson Barriga,Nelson,Barriga,M,1,22,0,159.0,0,63.0,0,24.919900320398717,0,,0,,0,,0,CUT,4,2009,74,142,0,1000,5000,1,4
10484,Adrian Conway,Adrian,Conway,M,1,29,0,178.0,0,92.0,0,29.036737785633125,0,,0,United States,1,North America,1,ACT,1,2015,21,493,1,138,3510,1,1
10593,Zach Forrest,Zach,Forrest,M,1,23,0,171.0,0,82.0,0,28.042816593139772,0,,0,,0,,0,CUT,4,2009,66,106,0,1000,5000,1,1
